idorganization,passwordhash,name,abbreviation,juridicalentity_idjuridicalentity,street,streetnumber,postal,city,province_idprovince,telnr,faxnr,url,organizationtypeother,goal,organizationkeywordother,remark,active,datecreated,email
319,,Universitaire Stichting voor Armoedebestrijding,USAB,1,Prinsstraat,32,2000,Antwerpen,1,,,www.ua.ac.be/usab,,"Academici, personeel en studenten kunnen zich engageren in de armoedebestrijding ronde campus via een studieluik en vrijwilligersluik.",NULL,NULL,1,9/12/2011 13:14,
320,,wisper,,1,vaartkom,4,3000,Leuven,2,,,www.wisper.be,landelijke gespecialiseerde instelling voor kunsteducatie,Kunsteducatie voor volwassen binnen vrije tijd,NULL,NULL,1,9/14/2011 17:30,
321,,PRH Vlaanderen,,1,Otto Veniusstraat,15,2000,ANTWERPEN,1,,,www.prh.be,vormingsinstelling,persoonlijkheidsvorming,NULL,,1,9/22/2011 14:04,
322,,AmuseeVous,AmuseeVous,1,Brusselsestraat,63,3000,Leuven,2,,,www.amuseevous.be,,"AmuseeVous is een vzw die jongeren en musea dichter bij elkaar wil brengen. Dat doet AmuseeVous door jongeren te informeren over het cultuur- en kunstaanbod, maar vooral door drempelverlagende activiteiten en projecten te organiseren: binnen en buiten het museum, voor en door jongeren!

Met hulp van museummedewerkers en ervaringsdeskundigen (jongeren dus) laat AmuseeVous musea beter aansluiten bij de wereld van jongeren en prikkelt hen tot het ontdekken van erfgoed, kunst en musea. 

",NULL,NULL,1,9/27/2011 12:18,
329,,"vzw AIF, Multiculturele Federatie van Zelforganisaties",vzw AIF,1,Vennestraat,98,3600,Genk,3,,,http://aif.scw.be,,"ondersteuning zelforganisaties: socio-cultureel, verzelfstandiging, emancipatie, participatie, gelijke kansen, ...

opzetten projecten

vertegenwoordiging en belangenbehartiging

werken aan een diverse samenleving ",NULL,NULL,1,11/17/2011 14:54,
330,,Wijkgezondheidscentrum De Brug,VWGC De Brug,1,Zwarte Vijversstraat,71,1080,Sint-Jans-Molenbeek,6,,,,,"Een wijkgezondheidscentrum (Wgc) is een laagdrempelig, multidisciplinair centrum voor eerstelijnsgezondheidszorg. Het werkt wijkgericht en past het forfaitair betalingssysteem toe. Patiënten zijn ingeschreven in een Wgc en verbinden er zich toe om steeds een beroep te doen op de zorgverlening door huisarts, verpleegkundige of kinesist van het centrum, dat vaak ook een sociale dienst heeft. Het Wgc ontvangt voor alle ingeschreven patiënten maandelijks een vast bedrag van het ziekenfonds. Dat is het gemiddelde van wat een huisarts aan een gemiddelde patiënt zou moeten verdienen. De ingeschreven patiënten betalen niets wanneer ze een beroep doen op het Wgc.",NULL,NULL,1,12/5/2011 14:56,
331,,Prisma vzw,,1,Brusselsepoortstraat,8,2800,Mechelen,1,,,www.prismavzw.be,gesubsidieerde privé-instelling,"Met een duidelijke focus op de brede samenleving is Prisma vzw in de provincie Antwerpen actief als professioneel expertise- en ondersteuningscentrum inzake etnisch-culturele diversiteit . We willen een substantiële bijdrage leveren aan een diversiteitsvriendelijke samenleving waaraan mensen met een migratie-achtergrond evenwaardig kunnen participeren. Daartoe oriënteren we inburgeraars via het primair inburgeringstraject naar volwaardige burgers in de samenleving. We ondersteunen lokale besturen, organisaties en bedrijven in het omgaan met etnisch-culturele diversiteit. Ten slotte  initiëren en ondersteunen we projecten die het samenleven in diversiteit bevorderen. ",NULL,NULL,1,12/15/2011 11:23,
332,,CADS,,4,Hofstraat,6 bus 601,8400,Oostende,5,,,,,geen,NULL,NULL,1,1/8/2012 11:17,
333,,KSJ Antwerpen vzw,,1,Schoenstraat,15a,2140,Antwerpen,1,,,www.ksj.be,,"KSJ-KSA-VKSJ is een jeugdbeweging voor alle kinderen en jongeren vanaf 6 jaar. We stellen ons tot doel op plaatselijk niveau een speelse en zinvolle vrijetijdsbesteding te garanderen, waarbij de leden in groep kunnen groeien als individu binnen de samenleving. Vriendschap en creativiteit staan centraal tijdens de activiteiten. De werking steunt op jongeren die een vrijwillig engagement opnemen en zo leren verantwoordelijkheid te dragen. De koepel biedt de plaatselijke groepen via vorming, administratieve omkadering, initiatieven en inhoudelijke impulsen de nodige ondersteuning om hun werking vorm te geven, met respect voor hun eigenheid en de bestaande diversiteit. Door ontmoeting, verbondenheid en participatie te stimuleren, kunnen we onze beweging profileren, onze groepen vertegenwoordigen op het bovenlokaal niveau en hun (kritische) stem laten horen in de maatschappij. Door de visie voor te leven en uit te dragen, zijn we een inspiratiebron voor onze leden en leiding. We willen in de toekomst blijvend verder bouwen aan de totale persoonsvorming van steeds meer kinderen en jongeren binnen onze jeugdbeweging.",NULL,NULL,1,1/11/2012 11:49,
334,,The Stage,The Stage,4,De Limburg Stirumlaan,80,1780,Wemmel,2,,,,,Een innovatief project op de europese live-muziek markt brengen.,NULL,NULL,1,1/12/2012 17:20,
335,,Demos,,1,Sainctelettesquare,19,1000,Brussel,5,,,www.demos.be,,"Dēmos vzw is een kenniscentrum voor vernieuwing en verdieping van participatie van kansengroepen in de sectoren cultuur, sport en jeugdwerk. Elk jaar zijn we op zoek naar studenten die ons team kunnen versterken in kader van een stageopdracht of een masterproef. ",NULL,NULL,1,1/20/2012 11:03,
336,,Vlaamse Jeugdraad,,1,Arenbergstraat,1d,1000,Brussel,6,,,,,Het beleid zo jeugdvriendelijk mogelijk maken.,NULL,NULL,1,1/20/2012 11:07,
337,,Vlaams Instituut voor Bio-Ecologisch bouwen en wonen,VIBE,1,Grotesteenweg,91,2140,Antwerpen-Berchem,1,,,www.vibe.be,,"VIBE vzw (Vlaams Instituut voor Bio-Ecologisch bouwen en wonen) is een onafhankelijke vzw op het kruispunt van de milieubeweging en de bouwsector en richt zich naar particulieren, overheden en professionelen in de bouwsector.

VIBE vzw informeert over gezond en milieuverantwoord bouwen en wonen. Dit door vormingen, een informatieve website, een eigen tijdschrift ‘Wonen met de Natuur’ en andere publicaties, advies aan zowel particulieren als overheden, projecten, beleidsondersteuning, netwerking, het VIBE-label voor de bouwsector enz.

",NULL,NULL,1,1/20/2012 11:32,
338,,Liga voor Mensenrechten vzw,,1,Gebroeders De Smetstraat,75,9000,Gent,4,,,www.mensenrechten.be,,"Sensibilisatie, beïnvloeding van het beleid, organiseren van campagnes en activiteiten, vorming",NULL,NULL,1,1/20/2012 14:00,
339,,Psychoanalytische en Filosofische Consultatie,,4,Kerkweg,10,3212,Pellenberg,2,,,www.gezondheidspsycholoog.verhoelst.com,,"Hulpverlening, psychotherapie en filosofische gesprekken bieden naast

vorming, lessen en  lezingen ",NULL,NULL,1,1/20/2012 17:55,
340,,Natuurpunt,,1,Coxiestraat,11,2800,Mechelen,1,,,www.natuurpunt.be,,Natuurbehoud en -beheer in Vlaanderen,NULL,NULL,1,1/22/2012 19:32,
341,,Vereniging van Wijkgezondheidscentra,VWGC,1,Vooruitgangstraat,333,1030,Brussel,2,,,www.vwgc.be,,"De Vereniging van Wijkgezondheidscentra (VWGC) overkoepelt alle Vlaamse wijkgezondheidscentra en formuleert in haar beleidsplan 2010-2015 volgende strategische doelstellingen:



•professionalisering en kwaliteitsbevordering van de wijkgezondheidscentra op de domeinen zorgconcept, zorgaanbod en organisatiemanagement

•verhogen van de toegankelijkheid van de gezondheidszorg voor patiënten in Vlaanderen en Brussel en sectorontwikkeling door stimuleren van nieuwe wijkgezondheidscentra

•Ontwikkeling en opvolging van de toepassing van het concept wijkgezondheidscentrum en het uitdragen en zichtbaar maken ervan in het gezondheidslandschap

•Vertegenwoordiging van de leden en belangenbehartiging van de sector (inclusief patiënten) op de domeinen van financiën, politiek en werkgeversmaterie. Beleidsbeïnvloeding met het oog op het realiseren van de doelstellingen

•Ontwikkelen van een organisatiemodel voor de VWGC, aangepast aan haar omgeving en doelstellingen.

",NULL,NULL,1,1/22/2012 22:11,
342,,Okra trefpunt 55+ vzw regio Mechelen,Okra regio Mechelen,1,Begijnenstraat,18-Feb,2800,Mechelen,1,,,,,socio-cultureel werk en belangenverdediging van ouderen,NULL,NULL,1,1/23/2012 09:49,
343,,Woonzorgcentrum Immaculata,WZC Immaculata,4,Oude Godstraat,110,2650,Edegem,1,,,www.wzc-immaculata.be,"Openbaar WZC, bestuurd door de OCMW-raad","VISIE: 

Iedere levensfase heeft charmes!

-  Ouderen met “gering of onbestaand sociaal netwerk” 

-  Ouderen die “zich thuis onveilig voelen” 

-  Ouderen met meervoudige zorgbehoefte

die (tijdelijk) wonen in het WZC Immaculata, genieten van een goede oude dag in een leuke omgeving.  Zij voelen zich thuis en geborgen; met een gevoel van vrijheid en privacy; zo onafhankelijk en zelfredzaam als mogelijk; met zo weinig mogelijk ongemakken.



Familieleden en kennissen komen graag op bezoek en voelen zich welkom en betrokken.  



Samen met maatschappelijk geëngageerde vrijwilligers bouwen dynamische medewerkers aan dit ****woon- welzijn- en zorgcentrum.    Het geheel wordt ondersteund door een team van leidinggevenden die communiceren, stimuleren, participatief besluiten, sturen, delegeren & evalueren.  

",NULL,NULL,1,1/23/2012 11:41,
344,,TreinTramBus,BTTB,1,Kortrijksesteenweg,304,9000,Gent,4,,,www.treintrambus.be,,"TreinTramBus komt op voor de belangen van de reizigers. Stipt en frequent vervoer, vlotte aansluitingen, comfort, kortom meer en beter openbaar vervoer: daar zetten wij onze tanden in. Al 25 jaar vormen wij dé spreekbuis van alle openbaar vervoergebruikers in Vlaanderen en Brussel, en dit op alle beleidsniveaus.",NULL,NULL,1,1/23/2012 13:58,
345,,Welzijnszorg vzw,,1,Huidevettersstraat,165,1000,Brusel,6,,,www.welzijnszorg.be,Beweging voor sociaal-cultureel werk,"armoede uitsluiten door sensibilisering, politieke actie, steun aan armoedeprojecten in Vlaanderen en Brussel",NULL,NULL,1,1/23/2012 15:13,
346,,Platform Handicap en Ontwikkelingssamenwerking,PHOS,1,Tivolistraat,45 bus 3,1020,Brussel,2,,,www.phos.be,NGO,"Platform Handicap en Ontwikkelingssamenwerking (PHOS) is een erkende niet-gouvernementele organisatie (NGO). PHOS wil een bijdrage leveren aan de uitbouw van inclusieve maatschappijen in ontwikkelingslanden. Personen met een handicap  verdienen waardering  en een evenwaardige plaats in de maatschappij, ook in het Zuiden!",NULL,NULL,1,1/25/2012 11:46,
347,,Vlaamse Traditionele Sporten,VlaS,1,Polderstraat,76 A bus 2,8310,Brugge,5,,,www.vlas.be,,promotie van het beoefenen van traditionele sporten in verenigingsverband,NULL,NULL,1,1/26/2012 14:57,
348,,Humanistische Jongeren,Hujo,1,zelfbestuursstraat,14,1070,Brussel,6,,,www.hujo.be,,jeugdwerk,NULL,NULL,1,1/27/2012 10:14,
349,,Kerklommer,,4,Kapellestraat,7,8420,De Haan,5,,,www.ocmwdehaan.be,,"voor 55-plussers uit Groot-De Haan. Creëren sociale netwerken, stimuleren zo lang mogelijk thuis te blijven wonen, tegengaan van vereenzaming.",NULL,NULL,1,1/30/2012 12:32,
350,,Awel (voorheen Kinder- en Jongerentelefoon),,1,Henegouwenkaai,29 bus 10,1080,Brussel,6,,,,vrijwilligersorganisatie,Awel wil twee doelen bereiken: Luisteren naar kinderen en jongeren: een hulp/informatielijn voor alle kinderen en jongeren en daarnaast Kinderen en jongeren een stem geven door aan de maatschappij te signaleren wat bij hen leeft.,NULL,,1,1/30/2012 12:43,
351,,VIM,,1,Wetenschapspark,13,3590,Diepenbeek,3,,,,competentiepool,"Het VIM realiseert innovatieve projecten die het verkeer van personen en goederen veiliger en duurzamer maken. Het VIM is een onafhankelijke organisatie en staat ten dienste van alle bedrijven in Vlaanderen. Zij vinden bij het VIM ontwikkelingsmogelijkheden voor hun projectideeën in de vorm van financiële steun, projectmanagement en promotie.

 ",NULL,NULL,1,1/31/2012 10:24,
352,,Expertisecentrum Dementie Vlaanderen vzw,,1,Lokkaardstraat,8,2018,Antwerpen,1,,,www.dementie.be,,"Missie

Het Expertisecentrum Dementie Vlaanderen en de negen regionale expertisecentra dementie willen dementie in de samenleving op de agenda plaatsen om de kwaliteit van het leven van mensen met dementie en hun omgeving te behouden en te verbeteren. Zij doen dit door het samenbrengen en uitbouwen van expertise, in samenwerking met andere actoren in het werkveld.



Doelstellingen

Het Expertisecentrum Dementie Vlaanderen en de regionale expertisecentra dementie willen 

op vraag, personen met dementie en hun omgeving een aanspreekpunt bieden dat de vraag met kennis van zaken erkent, beantwoordt of zorgt dat ze op de juiste plek terecht komt. Zij willen voor personen met dementie en hun omgeving mogelijkheden bieden tot uitwisseling van informatie en ervaringen of dit faciliteren.

deskundigheid rond dementie verhogen door deze te inventariseren en te verspreiden naar de zorgsector om de kwaliteit van de zorg- en de hulpverlening te optimaliseren. Finaal beogen we dat de zorgsector elke hulpvraag deskundig kan beantwoorden. 

actief op zoek gaan naar nationale en internationale deskundigen en hen informeren over de rol en overtuigen van het belang van onze functie in de zorgsector opdat zij op onze vraag hiaten in de expertise opvullen en we wederzijdse expertise kunnen delen. 

alle relevante beleidsmakers (ook internationaal) blijvend overtuigen van de impact van dementie op de samenleving en onze rol hierin opdat zij gepaste acties en maatregelen nemen die de kwaliteit van de zorg- en hulpverlening optimaliseert. 

gelijkaardige organisaties en initiatieven in kaart brengen, communiceren over onze visie en werking en hen overtuigen dat samenwerking een wederzijdse meerwaarde inhoudt en leidt tot een meerwaarde in de hulp en zorg voor personen met dementie en hun omgeving. 

de bevolking informeren over het bestaan en de rol van de expertisecentra, over dementie en de betekenis ervan voor de betrokkenen en de samenleving opdat dementie gelinkt wordt met de expertisecentra en opdat de persoon met dementie en hun omgeving kan rekenen op een begripsvolle accepterende houding.

",NULL,NULL,1,2/1/2012 08:10,
353,,Djapo,,1,Ortolanenstraat,6,3010,Kessel-Lo,2,,,www.djapo.be,,"Djapo wil ertoe bijdragen dat kinderen en jongeren opgevoed worden tot betrokken en solidaire wereldburgers. Daartoe ondersteunt Djapo het onderwijs zodat kwaliteitsvolle ontwikkelingseducatie er structureel wordt ingebed. 

",NULL,,1,2/1/2012 19:02,
354,,begeleid op weg antwerpen vzw,BOWA,1,wittestraat,116 bus 1,2020,antwerpen,1,,,www.bowa-vzw.be,,dienst voor pleegzorg erkend door jongerenwelzijn,NULL,NULL,1,2/2/2012 14:51,
355,,Dommelhof,,1,Halensebaan,25,3390,Tielt-Winge,2,,,,Woonzorgcentrum,Dommelhof is een Woonzorgcentrum voor senioren die op zoek zijn naar een rustige en sociale omgeving. Wij proberen onze mensen op een huiselijke manier een thuisgevoel te geven.,NULL,,1,2/8/2012 10:33,
356,,De Maakbare Mens,,1,Lange Leemstraat,57,2018,Antwerpen,1,,,www.demaakbaremens.org,sociaal-culturele beweging,Informeren en sensibiliseren over de maatschappelijke vragen bij medische en biotechnologische ontwikkelingen,NULL,NULL,1,2/8/2012 12:43,
357,,KOMPAS,,1,Raymond de Hemptinnelaan,33,9030,Mariakerke,4,,,,,"Ondersteuning van mensen met een beperking (verstandelijk, NAH, autisme, motorisch, sensorisch). Zowel ambulant (beschermd en begeleid wonen ) als residentieel (tehuis niet werkenden, kortverblijf).",NULL,NULL,1,2/10/2012 10:49,
358,,BOS+,,1,Geraardsbergsesteenweg,267,9090,Gontrode,4,,,http://www.bosplus.be/,,"BOS+ is de enige Vlaamse organisatie die zich specifiek inzet voor bosbehoud, beter bos en meer bos in Vlaanderen en de wereld. Meer info: www.bosplus.be.",NULL,,1,2/21/2012 12:45,
373,,Samenhuizen,,1,Toekomststraat,6,1800,Vilvoorde,2,,,www.samenhuizen.be,,Bevorderen en ondersteunen van alle vormen van gemeenschappelijk wonen in het bijzonder en bijdragen aan een grotere verscheidenheid aan woonopties in het algemeen.,NULL,NULL,1,5/21/2012 12:38,
374,,wthoilvt,1,4,1,1,94102,San Francisco,1,,,1,1,1,NULL,,0,5/27/2012 22:54,
359,,Bouworde vzw,,1,JP Minckelersstraat,78,3000,Leuven,2,,,www.bouworde.be,,"Bouworde vzw is een landelijke jeugdvereniging die jongeren wil vormen en bewust maken van de kansarmoedeproblematiek. Dit doen we door hen als vrijwilliger te laten werken op projecten in Afrika, Azië, Europa of Latijns-Amerika. Projecten zijn technisch, sociaal of ecologisch. ",NULL,NULL,1,2/22/2012 16:02,
360,,çavaria,,1,kammerstraat,22,9000,Gent,4,,,www.cavaria.be,,"Çavaria inspireert, stimuleert en ondersteunt verenigingen en individuen die opkomen voor een brede kijk op seksuele oriëntatie, genderexpressie en genderidentiteit. Ze streeft het welzijn na en komt op voor de rechten van homo's, lesbiennes, bi's en transgenders in alle aspecten van het dagelijkse leven.",NULL,NULL,1,2/24/2012 12:05,
361,,Schone Kleren Campagne,SKC,4,Haachtsesteenweg,579,1031,Brussel,2,,,www.schonekleren.be,,De Schone Kleren Campagne voert actie voor betere arbeidsomstandigheden in de kledingindustrie wereldwijd,NULL,NULL,1,2/29/2012 16:03,
362,,Natuurpunt Studie,,1,Coxiestraat,11,2800,Mechelen,1,,,www.natuurpunt.be/studie,,natuurbehoud en soortenbescherming,NULL,NULL,1,3/1/2012 15:17,
363,,Groep intro Vzw regio Brussel,,1,C. Parentestraat,6,1070,Anderlecht,6,,,Www.groepintro.be,,Vorming en opleiding voor kansengroepen,NULL,NULL,1,3/1/2012 22:18,
364,,Willemsfonds vzw,WF,1,Vrijdagmarkt,24,9000,Gent,4,,,www.willemsfonds.be,sociaal-culturele verenging,"Het Willemsfonds vzw is een Vlaamse, liberaal-vrijzinnige, culturele vereniging die in Vlaanderen en in het Brussels Hoofdstedelijk Gewest via al haar geledingen (afdelingen en Provinciale Verbonden) aan sociaal-cultureel volwassenenwerk doet. De vereniging heeft daarbij aandacht voor samenwerkings- en uitwisselingsprojecten met organisaties in binnen- en buitenland.



Met haar sociaal-cultureel volwassenenwerk verdedigt de vereniging de Nederlandse taal en cultuur. Zij streeft de culturele, economische, wetenschappelijke en maatschappelijke ontwikkeling na, alsook de emancipatie van het individu in een klimaat van verdraagzaamheid en van geestelijke en politieke vrijheid.



Het Willemsfonds vzw biedt een discussieplatform aan door informeel en interactief te leren in groepsverband. Op die manier worden vooroordelen afgebouwd, en een positief leefklimaat tot stand gebracht, wars van elk eng nationalisme, racisme, xenofobie, ideologisch, religieus of partijpolitiek fanatisme.",NULL,NULL,1,3/19/2012 10:45,
