"idquestionlog","question_idquestion","datecreated","event","description","attachment","manual"
"5117","2630","2009-02-27 19:31:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5118","2630","2009-02-27 19:33:03","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"5119","2630","2009-02-27 19:34:21","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5120","2631","2009-02-27 19:34:21","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5121","2597","2009-03-02 14:15:14","akkoordverklaringen aangekomen","akkoordverklaringen aangekomen","NULL","1"
"5122","2133","2009-03-02 15:29:15","stand van zaken","stand van zaken","NULL","1"
"5123","2585","2009-03-04 16:54:19","Akkoordverklaringen","Akkoordverklaringen","NULL","1"
"5124","2575","2009-03-04 16:55:39","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5125","2597","2009-03-04 16:56:54","Akkoordverklaringen","Akkoordverklaringen","NULL","1"
"5126","2585","2009-03-05 14:52:28","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5127","2575","2009-03-05 14:55:38","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5128","2597","2009-03-05 14:56:16","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5129","2561","2009-03-05 15:46:10","digicorders","digicorders","NULL","1"
"5130","2572","2009-03-06 14:15:44","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5131","2570","2009-03-06 14:18:40","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5132","2138","2009-03-06 14:44:29","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5133","366","2009-03-06 15:01:17","svz","svz","NULL","1"
"5134","2569","2009-03-06 15:17:38","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5135","2568","2009-03-06 15:18:24","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5136","2140","2009-03-06 15:21:45","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5137","2561","2009-03-06 15:31:50","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5138","2147","2009-03-06 15:33:09","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5139","2129","2009-03-06 15:37:31","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5140","366","2009-03-07 09:51:49","svz","svz","NULL","1"
"5141","366","2009-03-08 09:52:21","svz","svz","NULL","1"
"5142","366","2009-03-09 09:52:51","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5143","1326","2009-03-09 09:55:36","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5144","2585","2009-03-09 09:56:24","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5145","2574","2009-03-10 10:05:43","svz","svz","NULL","1"
"5146","2573","2009-03-09 10:12:10","svz","svz","NULL","1"
"5147","2597","2009-03-10 11:11:57","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5148","2138","2009-03-10 11:25:58","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5149","1326","2009-03-10 11:28:30","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5150","2575","2009-03-10 11:29:39","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5151","2129","2009-03-10 11:47:22","svz","svz","NULL","1"
"5152","2134","2009-03-10 11:48:51","svz","svz","NULL","1"
"5153","2131","2009-03-10 12:00:10","svz","svz","NULL","1"
"5154","2134","2009-03-10 12:16:23","svz: stopzetting","svz: stopzetting","NULL","1"
"5155","2144","2009-03-10 12:18:05","svz","svz","NULL","1"
"5156","2142","2009-03-10 12:25:11","svz","svz","NULL","1"
"5157","2140","2009-03-11 16:41:22","Akkoordverklaring","Akkoordverklaring","NULL","1"
"5158","2134","2009-03-12 09:12:53","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5159","2552","2009-03-12 09:31:45","svz","svz","NULL","1"
"5160","2141","2009-03-12 09:45:40","afronding thesis","afronding thesis","NULL","1"
"5161","2137","2009-03-12 09:53:29","svz","svz","NULL","1"
"5162","2135","2009-03-12 10:01:51","svz","svz","NULL","1"
"5163","2127","2009-03-12 10:11:06","svz","svz","NULL","1"
"5164","2552","2009-03-12 10:42:31","svz","svz","NULL","1"
"5165","2632","2009-03-12 16:19:29","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"5166","2632","2009-03-12 16:20:18","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Gent door Centrale Unit","NULL","0"
"5167","2529","2009-03-12 16:27:34","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5168","2633","2009-03-12 16:27:34","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5169","2528","2009-03-12 16:28:15","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5170","2634","2009-03-12 16:28:15","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5171","2527","2009-03-12 16:28:52","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5172","2635","2009-03-12 16:28:52","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5173","2526","2009-03-12 16:29:35","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5174","2636","2009-03-12 16:29:35","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5175","2525","2009-03-12 16:30:33","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5176","2637","2009-03-12 16:30:33","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5177","2524","2009-03-12 16:31:28","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"5178","2638","2009-03-12 16:31:29","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"5503","2704","2009-04-09 09:17:55","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"5180","2351","2009-03-16 14:08:22","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5181","2001","2009-03-16 14:22:09","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5182","2077","2009-03-16 14:25:13","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5183","2000","2009-03-16 14:27:38","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5184","1999","2009-03-16 14:29:22","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5185","1997","2009-03-16 14:38:25","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5186","1998","2009-03-16 14:39:18","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5187","1996","2009-03-16 14:40:57","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5188","1996","2009-03-16 14:41:37","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5189","1995","2009-03-16 14:46:00","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5190","2076","2009-03-16 14:47:16","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5191","1995","2009-03-16 14:48:22","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5192","1994","2009-03-16 14:49:33","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5193","1992","2009-03-16 14:51:45","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5194","1991","2009-03-16 14:52:58","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5195","1990","2009-03-16 14:54:35","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5196","1989","2009-03-16 14:56:30","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5197","1987","2009-03-16 14:57:48","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5198","1986","2009-03-16 15:00:56","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5199","1984","2009-03-16 15:02:05","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5200","1983","2009-03-16 15:04:41","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5201","1982","2009-03-16 15:06:17","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5202","2541","2009-03-16 15:15:52","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5203","2540","2009-03-16 15:18:14","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5204","2538","2009-03-16 15:18:37","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5205","2537","2009-03-16 15:19:04","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5206","2536","2009-03-16 15:19:40","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5207","2535","2009-03-16 15:20:11","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5208","2534","2009-03-16 15:20:43","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5209","2533","2009-03-16 15:21:01","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5210","2532","2009-03-16 15:21:46","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5211","2531","2009-03-16 15:22:27","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5212","2530","2009-03-16 15:23:01","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5213","2519","2009-03-16 15:25:53","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5214","2137","2009-03-16 15:27:01","svz - onderzoeksvraag","svz - onderzoeksvraag","NULL","1"
"5215","2518","2009-03-16 15:29:15","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5216","2517","2009-03-16 15:29:54","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5217","2516","2009-03-16 15:30:51","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5218","2515","2009-03-16 15:31:30","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5219","2514","2009-03-16 15:32:17","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5220","2513","2009-03-16 15:32:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5221","2512","2009-03-16 15:33:24","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5222","2509","2009-03-16 15:35:49","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5223","2506","2009-03-16 15:36:28","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5224","2505","2009-03-16 15:37:05","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5225","2504","2009-03-16 15:38:07","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5226","2503","2009-03-16 15:38:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5227","2502","2009-03-16 15:41:35","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5228","2501","2009-03-16 15:42:03","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5229","2364","2009-03-16 15:52:31","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5230","2361","2009-03-16 15:54:36","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5231","2357","2009-03-16 15:57:00","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5232","2090","2009-03-16 15:57:11","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5233","2356","2009-03-16 15:58:48","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5234","2355","2009-03-16 16:00:50","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5235","2354","2009-03-16 16:01:53","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5236","2353","2009-03-16 16:02:34","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5237","2352","2009-03-16 16:02:59","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5238","2351","2009-03-16 16:03:53","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5239","2350","2009-03-16 16:04:38","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5240","1212","2009-03-16 16:05:25","Wissen","Wissen","NULL","1"
"5241","2348","2009-03-16 16:06:20","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5242","2346","2009-03-16 16:07:12","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5243","2345","2009-03-16 16:07:46","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5244","2342","2009-03-16 16:08:40","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5245","2341","2009-03-16 16:09:38","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5246","2340","2009-03-16 16:10:21","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5247","2334","2009-03-16 16:11:17","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5248","2333","2009-03-16 16:11:56","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5249","2331","2009-03-16 16:14:46","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5250","2324","2009-03-16 16:16:45","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5251","2325","2009-03-16 16:17:18","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5252","2326","2009-03-16 16:18:21","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5253","2327","2009-03-16 16:19:27","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5254","2328","2009-03-16 16:19:59","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5255","2329","2009-03-16 16:20:56","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5256","1982","2009-03-17 09:06:54","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5257","1962","2009-03-17 09:07:59","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5258","1961","2009-03-17 09:08:47","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5259","1960","2009-03-17 09:09:57","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5260","1959","2009-03-17 09:10:35","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5261","1958","2009-03-17 09:11:28","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5262","1957","2009-03-17 09:13:17","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5263","1955","2009-03-17 09:14:47","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5264","1953","2009-03-17 09:15:50","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5265","1950","2009-03-17 09:17:02","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5266","1949","2009-03-17 09:19:24","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5267","1948","2009-03-17 09:22:39","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5268","1947","2009-03-17 09:23:55","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5269","1946","2009-03-17 09:24:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5270","1945","2009-03-17 09:25:22","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5271","1944","2009-03-17 09:26:09","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5272","1943","2009-03-17 09:26:43","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5273","1942","2009-03-17 09:27:40","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5274","1941","2009-03-17 09:28:36","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5275","1940","2009-03-17 09:29:41","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5276","1939","2009-03-17 09:37:30","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5277","1938","2009-03-17 09:38:00","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5278","1937","2009-03-17 09:38:37","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5279","1936","2009-03-17 09:39:25","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5280","1935","2009-03-17 09:40:28","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5281","1934","2009-03-17 09:40:58","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5282","1933","2009-03-17 09:41:41","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5283","1932","2009-03-17 09:43:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5284","1931","2009-03-17 09:46:47","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5285","1930","2009-03-17 09:50:54","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5286","1929","2009-03-17 09:51:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5287","1918","2009-03-17 09:53:07","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5288","1919","2009-03-17 09:53:50","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5289","1920","2009-03-17 09:54:15","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5290","1921","2009-03-17 09:54:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5291","1922","2009-03-17 09:55:22","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5292","1923","2009-03-17 09:55:51","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5293","1924","2009-03-17 09:56:25","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5294","1925","2009-03-17 09:57:35","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5295","1926","2009-03-17 09:58:19","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5296","1927","2009-03-17 09:59:09","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5297","1928","2009-03-17 10:01:28","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"5298","2630","2009-03-17 10:05:41","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"5299","2640","2009-03-17 10:05:41","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
